"N° Dossier","Client","Chantier","N° Devis","Client - Chantier"
"100364","Cesmae","B6 Life","28575","Cesmae - B6 Life"
"100608","Vinci Facilities","Tivoli E307 Réaménagement","29398","Vinci Facilities - Tivoli E307 Réaménagement"
"100605","Neltech","Le Colisée","29354","Neltech - Le Colisée"
"100614","Engie Cofely","Champs - Extracteur + Pompes","29437","Engie Cofely - Champs - Extracteur + Pompes"
"100623","Aurion","Senat CPCU","29476","Aurion - Senat CPCU"
"100616","Engie Cofely","Bat Levoisier","29479","Engie Cofely - Bat Levoisier"
"100507","Derichebourg","Hotel de la région","29131D","Derichebourg - Hotel de la région"
"100599","Energilec","Tivoli F341 et F349","29198","Energilec - Tivoli F341 et F349"
"100444","Les Compagnons d'Eric","Lycée Lognes","28316E","Les Compagnons d'Eric - Lycée Lognes"
"100588","Engie Axima","Covea Rue Du Renard","29366","Engie Axima - Covea Rue Du Renard"
"100574","Cegelec","Tivoli C4 et G4","29140","Cegelec - Tivoli C4 et G4"
"100604","Eiffage Energie","Club D","29342F","Eiffage Energie - Club D"
"100564","Techni+","Thales Tiger","29323A","Techni+ - Thales Tiger"
"100522","Axima","IRO","29133E","Axima - IRO"
"100603","Secla","Kiosque","29158A","Secla - Kiosque"
"100541","Sitème","Bussy Saint Georges","29104C","Sitème - Bussy Saint Georges"
"100514","Energimotique","Club Med 2","29164","Energimotique - Club Med 2"
"100567","IDFC","Reuil Malmaison","29315","IDFC - Reuil Malmaison"
"100553","IDFC","Vaux le Pénil","29268","IDFC - Vaux le Pénil"
"100571","IDFC","Rosny Icade","29318","IDFC - Rosny Icade"
"100566","IDFC","Vaux le Pénil Bat GH","29313","IDFC - Vaux le Pénil Bat GH"
"100621","Project-IM","69 rue de la victoire","29442","Project-IM - 69 rue de la victoire"
"100624","Rougnon","Contrat 69 rue de la victoire","29684","Rougnon - Contrat 69 rue de la victoire"
"100613","Spirec","Ch Paris Tenon","29367","Spirec - Ch Paris Tenon"
"100484","Cegelec","Le Balzac","28429H","Cegelec - Le Balzac"
"100505","Engie Cofely","CAA Vaugirard Maintenance","29128","Engie Cofely - CAA Vaugirard Maintenance"
"100355","Brunier","SST Jean Macé","28632","Brunier - SST Jean Macé"
"100277","Spie Batignolles","Hotel rue de Nancy","28101E","Spie Batignolles - Hotel rue de Nancy"
"100542","MATE","Coupvray","28979C","MATE - Coupvray"
"100372","ETEC","Ilot Queyries Bat B","28896","ETEC - Ilot Queyries Bat B"
"100480","ETEC","Ilot Queyries Bat A","29045","ETEC - Ilot Queyries Bat A"
"100289","Les Compagnons d'Eric","Lycée Lucie Aubrac","28012K","Les Compagnons d'Eric - Lycée Lucie Aubrac"
"100509","Axima","New corner","29046E","Axima - New corner"
"100619","IDFC","Nanterre Campus Defense","29447A","IDFC - Nanterre Campus Defense"
"100404","Sauter","Sénat","28737","Sauter - Sénat"
"100433","Fern Energie","B&B Meudon","28726B","Fern Energie - B&B Meudon"
"100519","Fern Energie","Axe Hotel et résidence étudiante et logements St Denis ","29179A","Fern Energie - Axe Hotel et résidence étudiante et logements St Denis "
"100570","Rougnon ","Swiss Life 38 jeuneurs","29262B","Rougnon  - Swiss Life 38 jeuneurs"
"100576","Rougnon","Maintenance Marengo GTB","29284","Rougnon - Maintenance Marengo GTB"
"100575","Sodexo","Delcasse","29328","Sodexo - Delcasse"
"100516","Hervé Thermique","CDC","28878B","Hervé Thermique - CDC"
"100573","IDFC","Arceuil","29339","IDFC - Arceuil"
"100565","IDFC","Suresnes","29314","IDFC - Suresnes"
"100585","IDFC","Livry Gargan","29340","IDFC - Livry Gargan"
"100572","IDFC","Rosny SCCV","29319","IDFC - Rosny SCCV"
"100408","IDFC","Bobigny","28868","IDFC - Bobigny"
"100362","Axima ","3M","28560C","Axima  - 3M"
"100643","Optim energie","Régus Madeleine","29456C","Optim energie - Régus Madeleine"
"100622","Project-IM","69 rue de la victoire 2","29433","Project-IM - 69 rue de la victoire 2"
"100644","Derichebourg","Colonne EG","29291A","Derichebourg - Colonne EG"
"100278","Derichebourg","Sénat","28218D","Derichebourg - Sénat"
"100340","LTDF","Montfermeil","28545A","LTDF - Montfermeil"
"100539","Engie","Solstys","29117","Engie - Solstys"
"100645","SEMERU","Intégration Trend","29450","SEMERU - Intégration Trend"
"100646","Engie Cofely","Chaufferie ADN","29486","Engie Cofely - Chaufferie ADN"
"100647","Engie Cofely","Bat Rabelais","29485","Engie Cofely - Bat Rabelais"
"100648","Derichebourg","Fourniture Xenta 121 et 412","29416","Derichebourg - Fourniture Xenta 121 et 412"
"100533","IDFC","Nanterre Le Meet","29162","IDFC - Nanterre Le Meet"
"100651","Secla","Chaufferie Aligre","29495","Secla - Chaufferie Aligre"
"100654","Larue SAS","Conservatoire Paris 14 Ingenierie","29498","Larue SAS - Conservatoire Paris 14 Ingenierie"
"100658","Techni +","36 avenue des champs ","29377A","Techni + - 36 avenue des champs "
"100659","Energilec","D513 Termostat filaire","29446","Energilec - D513 Termostat filaire"
"100660","Sitème","Disney Mission control","29283","Sitème - Disney Mission control"
"100661","Brunier","Collège Jean Lurçat","29052","Brunier - Collège Jean Lurçat"
"100662","Eiffage Energie","Club D Imagerie","29511","Eiffage Energie - Club D Imagerie"
"100664","Engie Cofely","Lavoisier","29524","Engie Cofely - Lavoisier"
"100665","Rougnon","Montparnasse","29526","Rougnon - Montparnasse"
"100625","Privy elec","Chaufferie","29491","Privy elec - Chaufferie"
"100629","SDEL","Montparnasse Covea","29303B","SDEL - Montparnasse Covea"
"100633","Alleray","Treed It Bat D","29426D","Alleray - Treed It Bat D"
"100632","Brunier","Piscine Saint Denis Marville","29556","Brunier - Piscine Saint Denis Marville"
"100631","Rougnon","Prefecture Bobigny LT Nord","29201A","Rougnon - Prefecture Bobigny LT Nord"
"100634","EAGC","Agence Croisset","29576","EAGC - Agence Croisset"
"100635","Secla","CTA","29539","Secla - CTA"
"100641","IDFC","Villiers sur Marne","29581","IDFC - Villiers sur Marne"
"100668","Brunier","Lycée Bonneuil","29584","Brunier - Lycée Bonneuil"
"100669","Vinci","Programmation Bureau B220","29376","Vinci - Programmation Bureau B220"
"100670","Brunier","Valeo","29300B","Brunier - Valeo"
"100671","Optim energie","Régus MadeleineAudit Bâtiment Annexe","29509A","Optim energie - Régus MadeleineAudit Bâtiment Annexe"
"100672","Vinci","Maintenance UMS Villebon sur Yvette 2020","29540","Vinci - Maintenance UMS Villebon sur Yvette 2020"
"100673","Semeru ","GTB Front Office","29549","Semeru  - GTB Front Office"
"100674","Derichebourg","Hôtel de la région 2","29568A","Derichebourg - Hôtel de la région 2"
"100675","Derichebourg","Hôtel de la région 3","29597","Derichebourg - Hôtel de la région 3"
"100676","Energilec","Tivoli - D226/D228","29427","Energilec - Tivoli - D226/D228"
"100677","IDFC","Treed it","29397A","IDFC - Treed it"
"100678","Energilec","Tivoli - Dépannage Février + Juin 2020","29520","Energilec - Tivoli - Dépannage Février + Juin 2020"
"100681","Spie Batignolles","Maintenance Hôtel ru de Nancy 2020-2021","29583","Spie Batignolles - Maintenance Hôtel ru de Nancy 2020-2021"
"100682","Cogeclim","Rue de Choiseul","29514","Cogeclim - Rue de Choiseul"
"100683","Les Compagnons d'Eric","Nogent Baltard","29624","Les Compagnons d'Eric - Nogent Baltard"
"100684","Sodexo","Maintenance 2020","29570","Sodexo - Maintenance 2020"
"100685","Energilec","Cloisonnement G3","29541A","Energilec - Cloisonnement G3"
"100686","Brunier","Collège Jean Lolive","29445A","Brunier - Collège Jean Lolive"
"100687","ICE","Les Groues Bat D","29528E","ICE - Les Groues Bat D"
"100688","Intuitech","Résidence Dragon/Miroir","29635","Intuitech - Résidence Dragon/Miroir"
"100690","Axima","New Corner - Lt Chaud","29595A","Axima - New Corner - Lt Chaud"
"100691","Spirec","Standard V4 2020","29649","Spirec - Standard V4 2020"
"100692","Phibor","Campus Origine","29604","Phibor - Campus Origine"
"100693","Cogeclim","Rue du Cirque","29652","Cogeclim - Rue du Cirque"
"100694","Les compagnons d'Eric","Buratp - Routeur IQ4NC","29631A","Les compagnons d'Eric - Buratp - Routeur IQ4NC"
"100695","Hervé Thermique","Piscine Goussainville Fournitures","29618","Hervé Thermique - Piscine Goussainville Fournitures"
"100696","Rougnon","Aguesseau","29360B","Rougnon - Aguesseau"
"100697","Rougnon","Rue de la victoire Remplacement Automate HS","29622","Rougnon - Rue de la victoire Remplacement Automate HS"
"100698","Rougnon","69 Rue de la Victoire Dépannage","29613","Rougnon - 69 Rue de la Victoire Dépannage"
"100699","Vinci Energilec","Tivoli - Onduleur GTB","29361","Vinci Energilec - Tivoli - Onduleur GTB"
"100700","Hervé Thermique","Piscine Goussainville MO","29642","Hervé Thermique - Piscine Goussainville MO"
"100702","Engie Cofely","ADN","29676","Engie Cofely - ADN"
"100703","TMO","Marignan","29644A","TMO - Marignan"
"100704","Engie Cofely","Airbus","29478","Engie Cofely - Airbus"
"100706","IDFC","Nanterre Campus Bat C","29633","IDFC - Nanterre Campus Bat C"
"100708","Spirec","Standard V4 (21/10/2020)","29683","Spirec - Standard V4 (21/10/2020)"
"100709","Spirec","Standars V4 (20/10/2020)","29682","Spirec - Standars V4 (20/10/2020)"
"100710","Engie","Avenue Kleber","29651","Engie - Avenue Kleber"
"100712","Semeru","Front Office - Maj GTB","29661","Semeru - Front Office - Maj GTB"
"100713","Fern Energie","Espace Colbert","29681","Fern Energie - Espace Colbert"
"100715","Project IM","69 rue de la victoire RDC","29497","Project IM - 69 rue de la victoire RDC"
"100716","Climatpur","Bassano Dépannage","29689","Climatpur - Bassano Dépannage"
"100718","CA Immo (Sci Imefa cent deux)","Tivoli dépannage (mars 2019 - Janvier 2020)","29330","CA Immo (Sci Imefa cent deux) - Tivoli dépannage (mars 2019 - Janvier 2020)"
"100719","Engie","Av Kleber / VC Schneider","29680","Engie - Av Kleber / VC Schneider"
"100720","Engie","Avenue Kleber","29679","Engie - Avenue Kleber"
"100721","Spirec","Standard V4 du 03/11 cde 019925","29699","Spirec - Standard V4 du 03/11 cde 019925"
"100722","Spirec","Standard V4 du 03/11 cde 019822","29702","Spirec - Standard V4 du 03/11 cde 019822"
"100723","Cogesmust","Dépannage Vert le Petit","29694","Cogesmust - Dépannage Vert le Petit"
"100724","Produal","Variateurs","29712","Produal - Variateurs"
"100727","Spirec","Standard V4 du 03/11 cde 019822","29702","Spirec - Standard V4 du 03/11 cde 019822"
"100729","Axima","Iro - Capteurs","29343","Axima - Iro - Capteurs"
"100730","Idex","Tour des Dames","29650","Idex - Tour des Dames"
"100731","Hervé Thermique","CDC - VC","29737","Hervé Thermique - CDC - VC"
"100733","Engie","Avenue Kleber - LT ECS","29717","Engie - Avenue Kleber - LT ECS"
"100734","Potel et Chabot","Pavillion Vendôme","29664A","Potel et Chabot - Pavillion Vendôme"
"100735","Foncia","Rue de Provence - Accès à distance","29729","Foncia - Rue de Provence - Accès à distance"
"100737","Foncia","Rue de Provence Assistance sur Site","29727","Foncia - Rue de Provence Assistance sur Site"
"100738","Foncia","Rue de Provence GTB 4G (2)","29728","Foncia - Rue de Provence GTB 4G (2)"
"100740","Spirec","V4 CDE CF019981 du 13/11/2020","29721","Spirec - V4 CDE CF019981 du 13/11/2020"
"100741","Derichebourg","INSEP - Maintenance","29578","Derichebourg - INSEP - Maintenance"
"100742","SCC","Beaupassage","29697","SCC - Beaupassage"
"100743","Brunier","GS Chennevières","29423C","Brunier - GS Chennevières"
"100744","Engie","Kleber Heures","29743","Engie - Kleber Heures"
"100745","Engie","HSBC - Klebre VC","29761","Engie - HSBC - Klebre VC"
"100746","Secla","Périscope","29767","Secla - Périscope"
"100748","Rougnon","Dépannage Rosny sous bois","29759","Rougnon - Dépannage Rosny sous bois"
"100749","Hervé Thermique","Piscine Sarcelles","29658","Hervé Thermique - Piscine Sarcelles"
"100750","EAGC","CNRS Paris 16 ","29590A","EAGC - CNRS Paris 16 "
"100752","Engie Cofely","Cta Rabelais","29752","Engie Cofely - Cta Rabelais"
"100754","Foncia","124 rue de Provence déplacement GTB","29730","Foncia - 124 rue de Provence déplacement GTB"
"100755","Privyelec","Essec Cergy","29778","Privyelec - Essec Cergy"
"100756","Derichebourg","Insep","29441","Derichebourg - Insep"
"100761","Fern Energie","B&B Argenteuil IP","29484D","Fern Energie - B&B Argenteuil IP"
"100762","Hervé Thermique","Raccordement Vanne Piscine Sarcelles","29784","Hervé Thermique - Raccordement Vanne Piscine Sarcelles"
"100764","Derichebourg","Intégrattion compteurs Modbus","29792","Derichebourg - Intégrattion compteurs Modbus"
"100765","Derichebourg","36 Vaugirard : Assistante Essai terminaux Sauter","29791","Derichebourg - 36 Vaugirard : Assistante Essai terminaux Sauter"
"100766","Vinci","Tivoli : LT Climespace","29757","Vinci - Tivoli : LT Climespace"
"100767","IDFC","Brou sur Chantereine","29798A","IDFC - Brou sur Chantereine"
"100768","IDFC","Alfortville","29799A","IDFC - Alfortville"
"100769","Vinci","Tivoli Maintenance","29389","Vinci - Tivoli Maintenance"
"100770","LTDF","Gymnase Montfermeil","29848","LTDF - Gymnase Montfermeil"
"100771","Rougnon","Carat 2","29781","Rougnon - Carat 2"
"100772","Rougnon","Maintenance : Fourniture ordinateur GTB","29817","Rougnon - Maintenance : Fourniture ordinateur GTB"
"100773","Engie Cofely","HSBC - Avenue Kleber VC","29785","Engie Cofely - HSBC - Avenue Kleber VC"
"100774","Hervé Thermique","Grand Orient de France","29801","Hervé Thermique - Grand Orient de France"
"100776","Brunier","Valeo","29835","Brunier - Valeo"
"100777","Brunier","Lycée Delbo Dammartin","29836","Brunier - Lycée Delbo Dammartin"
"100778","IDFC","Arceuil","29825","IDFC - Arceuil"
"100779","Rougnon","Marengo Pack-Office","29837","Rougnon - Marengo Pack-Office"
"100780","Foncia","Rue de Provence - Dépannage Bus R+2 / TH R+1","29805","Foncia - Rue de Provence - Dépannage Bus R+2 / TH R+1"
"100781","Idex","Vérif des LT équipés d'automates Disctech","29832","Idex - Vérif des LT équipés d'automates Disctech"
"100783","Cobalt","Icade cablage ventilo","29782","Cobalt - Icade cablage ventilo"
"100784","Energilec","Tivoli Ecosentry","29810A","Energilec - Tivoli Ecosentry"
"100785","Energilec","Tivoli Onduleur","29803A","Energilec - Tivoli Onduleur"
"100787","Energilec","Maintenance Tivoli 2021","29808","Energilec - Maintenance Tivoli 2021"
"100788","Sylvametal","GTB Chennevières","29421C","Sylvametal - GTB Chennevières"
"100789","Cegelec","SNCF Levalois","29833","Cegelec - SNCF Levalois"
"100790","Secla","Roquepine","29818","Secla - Roquepine"
"100791","Secla","Maison Alfort 2","29655","Secla - Maison Alfort 2"
"100792","Secla","MontRouge","29804","Secla - MontRouge"
"100793","Semeru","Iqvision La Défense","29842","Semeru - Iqvision La Défense"
"100794","Secla","Compteur Mbus","29823","Secla - Compteur Mbus"
"100796","Rougnon","Prefecture Bobigny LT Sud","29200A","Rougnon - Prefecture Bobigny LT Sud"
"100798","Secla","Office 101 Rosny sous bois","29813","Secla - Office 101 Rosny sous bois"
"100799","Engie Cofely","HSBC - avenue Kleber - VC","29785","Engie Cofely - HSBC - avenue Kleber - VC"
"100801","Produal","Variateur CDE4792","29877","Produal - Variateur CDE4792"
"100802","Enerchauf","Piscine choisy le roi","29839","Enerchauf - Piscine choisy le roi"
"100803","Vinci","Maintenance UMS 2021","29851A","Vinci - Maintenance UMS 2021"
"100804","Fern Energies","Thermostats ","29830","Fern Energies - Thermostats "
"100805","EAGC","Stand de tir","29828","EAGC - Stand de tir"
"100806","Spirec","Hopital Antoine-Beclere AP-HP","29872","Spirec - Hopital Antoine-Beclere AP-HP"
"100807","Schneider","Origine Semaine 4","29829","Schneider - Origine Semaine 4"
"100808","Fern Energies","Deschanel","29723A","Fern Energies - Deschanel"
"100810","Rougnon","Carat 2","29850","Rougnon - Carat 2"
"100812","Engie Cofely","Tour T9","29415","Engie Cofely - Tour T9"
"100813","Cogeclim","Clinique Chamigny","29883B","Cogeclim - Clinique Chamigny"
"100814","Vinci","Tivoli dépannage Janvier 2021","29429","Vinci - Tivoli dépannage Janvier 2021"
"100815","Vinci","CAT Bat C","29325","Vinci - CAT Bat C"
"100817","EAGC","Le Quotidien","29910","EAGC - Le Quotidien"
"100819","Cobalt","Raccordement BDV PB5","29867","Cobalt - Raccordement BDV PB5"
"100820","Cobalt","Rue Capucine","29856","Cobalt - Rue Capucine"
"100821","Cesmae","Semaine 5 Origine","29849","Cesmae - Semaine 5 Origine"
"100822","Cegelec","HSBC Balzac Akora","29844A","Cegelec - HSBC Balzac Akora"
"100823","Engie","Autocontrole BDV HSBC","29901","Engie - Autocontrole BDV HSBC"
"100824","EAGC","Jade Le Quotidien","29909","EAGC - Jade Le Quotidien"
"100825","Semeru","Gecina Ville l'Eveque","29879A","Semeru - Gecina Ville l'Eveque"
"100827","Rougnon","Carat 2 CTA","29937","Rougnon - Carat 2 CTA"
"100829","Cesmae","Origine Semaine 6","29875","Cesmae - Origine Semaine 6"
"100830","Siteme","SRC","29824C","Siteme - SRC"
"100831","Allianz","Immeuble Octant Sextant","29887","Allianz - Immeuble Octant Sextant"
"100832","Rougnon","Ajour de 2 sondes","29902","Rougnon - Ajour de 2 sondes"
"100833","Idex","Freidland","29952","Idex - Freidland"
"100834","Schneider","Origine Semaine 7","29885","Schneider - Origine Semaine 7"
"100839","Rougnon","Maintenance Rue de la victoire 2021","29969","Rougnon - Maintenance Rue de la victoire 2021"
"100840","Techni+","Thales Tiger 2","29605B","Techni+ - Thales Tiger 2"
"100842","Engie Solution","Kleber LT ECS","29932A","Engie Solution - Kleber LT ECS"
"100843","Rougnon","Maintenance Seinergie 2021","29987","Rougnon - Maintenance Seinergie 2021"
"100844","Rougnon","Pref Bobigny - Variateurs","29971","Rougnon - Pref Bobigny - Variateurs"
"100845","Cesmae","Origine Semaine 8","29912","Cesmae - Origine Semaine 8"
"100846","Cesmae","Origine du 01/03 au 02/04","29926","Cesmae - Origine du 01/03 au 02/04"
"100848","Fazil MC","Hôtel Cadet - Témoin","29963","Fazil MC - Hôtel Cadet - Témoin"
"100849","Derichebourg","36 Vaugirard : TS","29991","Derichebourg - 36 Vaugirard : TS"
"100851","Brunier","Lycée Angela Davis","30007","Brunier - Lycée Angela Davis"
"100852","Sodexo","Migration xenta","30000","Sodexo - Migration xenta"
"100853","Engie","IUT Meaux Sous-station","29890A","Engie - IUT Meaux Sous-station"
"100854","Engie","HSBC","29936A","Engie - HSBC"
"100855","Engie","IUT Meaux Terrasse","29892B","Engie - IUT Meaux Terrasse"
"100856","Engie","IUT Meaux Chaufferie","29891","Engie - IUT Meaux Chaufferie"
"100857","Engie","IUT Meaux CTA","29862A","Engie - IUT Meaux CTA"
"100858","IDFC","Clamart Le Majorelle","30010","IDFC - Clamart Le Majorelle"
"100859","A&T","124, rue de Provence - Ajout VC","29995","A&T - 124, rue de Provence - Ajout VC"
"100860","IDFC","Crosnes","29940A","IDFC - Crosnes"
"100861","Engie","Engie VC","29936A","Engie - Engie VC"
"100862","Produal","Variateurs CDE4929","30012","Produal - Variateurs CDE4929"
"100863","Produal","Variateurs CDE4911","30013","Produal - Variateurs CDE4911"
"100864","MTN","Stadium","29982","MTN - Stadium"
"100866","Foncia","Maintenance Rue de Provence 2021","29996","Foncia - Maintenance Rue de Provence 2021"
"100868","Produal","Variateurs CDE5008","30021","Produal - Variateurs CDE5008"
"100869","Energilec","Tivoli formation exploitant","30022","Energilec - Tivoli formation exploitant"
"100870","Eiffage Energie","Club D Intervention","29594","Eiffage Energie - Club D Intervention"
"100871","Spirec","Standard V4 du 16/04/21 CDE CF020498","30029","Spirec - Standard V4 du 16/04/21 CDE CF020498"
"100872","Cesmae","Origine semaine 9","29913","Cesmae - Origine semaine 9"
"100873","Energilec","Tivoli - Cloisonnement F145","30014","Energilec - Tivoli - Cloisonnement F145"
"100875","Spirec","V4 du 19/04/21","30029","Spirec - V4 du 19/04/21"
"100876","Vinci","Zoning GTB E205/E207","30027","Vinci - Zoning GTB E205/E207"
"100877","Aurion","Tour des dames","29962","Aurion - Tour des dames"
"100878","EAGC","6 impasse Bonne nouvelle","29947B","EAGC - 6 impasse Bonne nouvelle"
"100879","Cesmae","Origine Semaine 11","29958","Cesmae - Origine Semaine 11"
"100880","Cogeclim","RATP - PDT","29976B","Cogeclim - RATP - PDT"
"100882","Rougnon","Maintenance Le Prisme 2021","29692","Rougnon - Maintenance Le Prisme 2021"
"100884","Energilec","Tivoli Cloisonnement BS219","30015","Energilec - Tivoli Cloisonnement BS219"
"100887","Neltech","Bourg la reine Les Colonnes","29965","Neltech - Bourg la reine Les Colonnes"
"100888","Produal","Variateurs CD5061","30065","Produal - Variateurs CD5061"
"100889","Geteo","Carpe Diem","30052","Geteo - Carpe Diem"
"100893","Rougnon","Rue de Berri CTA Titi Poste 1","29985A","Rougnon - Rue de Berri CTA Titi Poste 1"
"100894","Spirec","Intervention sur site","30093","Spirec - Intervention sur site"
"100896","TMO","Marignan","30061A","TMO - Marignan"
"100897","Brunier","Gs Chennevières Fournitres","30096","Brunier - Gs Chennevières Fournitres"
"100898","Rougnon","Aguesseau - CTA Regin","29988","Rougnon - Aguesseau - CTA Regin"
"100899","Andreu","Conservatoire Pantin","30026A","Andreu - Conservatoire Pantin"
"100900","FPL","Leoni - Tyco","30056","FPL - Leoni - Tyco"
"100901","IDFC","Villiers 55 Logements","30094A","IDFC - Villiers 55 Logements"
"100903","Rougnon","Aguesseau - Chaufferie","29749","Rougnon - Aguesseau - Chaufferie"
"100904","Cesmae","Origine Semaine 16","30023","Cesmae - Origine Semaine 16"
"100905","Siteme","Chessy","30095A","Siteme - Chessy"
"100906","Techni+","Levelup","30123","Techni+ - Levelup"
"100908","Brunier","Salle Polyvalente Kremlin-Bicetre","30085","Brunier - Salle Polyvalente Kremlin-Bicetre"
"100909","Energilec","Cloisonnement C305-C307","30143","Energilec - Cloisonnement C305-C307"
"100910","Brunier","Rosny sous Bois","30138","Brunier - Rosny sous Bois"
"100911","Rougnon","Picasso - Local Onduleur","30100A","Rougnon - Picasso - Local Onduleur"
"100912","Geteo","Tour first","30127","Geteo - Tour first"
"100913","Geteo","BNPP Monier","30110","Geteo - BNPP Monier"
"100914","Geteo","BNPP  Gares","30108","Geteo - BNPP  Gares"
"100915","Geteo","Front office Geteo","30109","Geteo - Front office Geteo"
"100916","Geteo","Institut Pasteur","30107","Geteo - Institut Pasteur"
"100920","Engie Champs","IUT Champs - SST / CH","30067","Engie Champs - IUT Champs - SST / CH"
"10092","Alleray","Treed it Module d'acquisition","30128","Alleray - Treed it Module d'acquisition"
"100922","BC Climatisation","Gare KBH","30131A","BC Climatisation - Gare KBH"
"100923","BC Climatisation","Gare C3C","30132A","BC Climatisation - Gare C3C"
"100924","Produal","Variateur CD5176","30188","Produal - Variateur CD5176"
"100925","Agec","RIVP - 59 rue Sauffroy Paris","30173A","Agec - RIVP - 59 rue Sauffroy Paris"
"100926","Rougnon","Villa Segur Paris","30169","Rougnon - Villa Segur Paris"
"100927","Engie Champs","Chaufferie Bibliothèque","30082","Engie Champs - Chaufferie Bibliothèque"
"100928","Engie Champs","Sous station Rabelais","30078","Engie Champs - Sous station Rabelais"
"100929","Engie Champs","Chaufferie Gymnase","30081","Engie Champs - Chaufferie Gymnase"
"100931","Koota","B&B Igny","30140","Koota - B&B Igny"
"100932","Cesmae","Origine Semaine 17","30030","Cesmae - Origine Semaine 17"
"100934","Geteo","COM572 - SMBC 1","30105","Geteo - COM572 - SMBC 1"
"100935","Brunier","Creche division Leclerc Le Bourget","30136A","Brunier - Creche division Leclerc Le Bourget"
"100936","Energilec","Tivoli E206 - G213 - A341","30194","Energilec - Tivoli E206 - G213 - A341"
"100937","Aubelec","Conservatoire Pantin","30048D","Aubelec - Conservatoire Pantin"
"100938","Siteme","Chessy Sous station","30086C","Siteme - Chessy Sous station"
"100941","Geteo","Front Office 92","30217","Geteo - Front Office 92"
"100943","Derichebourg","Robert Debré","30133C","Derichebourg - Robert Debré"
"100944","Engie Malesherbes","Maintenance Régus Madeleine","29981","Engie Malesherbes - Maintenance Régus Madeleine"
"100945","Snef","Belles feuilles, 128 Longchamps, Lafont 82, Sarrail","30192","Snef - Belles feuilles, 128 Longchamps, Lafont 82, Sarrail"
"100946","Rougnon","Seinergie Depannage","30156","Rougnon - Seinergie Depannage"
"100947","Spie Batignolles","Maintenance Hotel rue de Nancy","30005","Spie Batignolles - Maintenance Hotel rue de Nancy"
"100948","Coglecim","Clinadent","30237","Coglecim - Clinadent"
"100952","Faceo","UMS Villebon - GTB","30186","Faceo - UMS Villebon - GTB"
"100953","Geteo","Franklin","30183","Geteo - Franklin"
"100955","Geteo","Villepinte","30182","Geteo - Villepinte"
"100956","Geteo","BNPP Monier","30198","Geteo - BNPP Monier"
"100957","IDFC","Choisy Le Roi","30152B","IDFC - Choisy Le Roi"
"100958","Hervé Thermique","Malakoff Mederic","30195A","Hervé Thermique - Malakoff Mederic"
"100961","Fern Energie","Siège Cobat","30041D","Fern Energie - Siège Cobat"
"100964","Produal","Variateur CD5260","30118","Produal - Variateur CD5260"
"100965","Produal","Variateur CD53220","30253","Produal - Variateur CD53220"
"100966","CBRE","Amazon DIF6","30054B","CBRE - Amazon DIF6"
"100967","Paumier","Diamant II","30216","Paumier - Diamant II"
"100968","Engie Bry","ONF","30147D","Engie Bry - ONF"
"100969","Rougnon","Air Liquide - Zone Bureau","30213","Rougnon - Air Liquide - Zone Bureau"
"100970","Hervé Thermique","Malakoff Humanis","30226B","Hervé Thermique - Malakoff Humanis"
"100971","Produal","Test Com SRC 200 ","30229","Produal - Test Com SRC 200 "
"100972","AAPHM","Audit Bassano","30251","AAPHM - Audit Bassano"
"100973","Techni+","Thales Cafétariat","30221B","Techni+ - Thales Cafétariat"
"100974","Axima","Stream Building","30176A","Axima - Stream Building"
"100976","Patchwork","Dépannage Wifi","30264","Patchwork - Dépannage Wifi"
"100977","IDFC","Meaux Les Cordelières","30260","IDFC - Meaux Les Cordelières"
"100978","CBRE","Amazon CDG8","30103B","CBRE - Amazon CDG8"
"100979","Engie Champs","Erasme","30231","Engie Champs - Erasme"
"100980","Neltech","Sorbonne","30210","Neltech - Sorbonne"
"100981","SNPC","Treed it assistance","30258","SNPC - Treed it assistance"
"100982","Eiffage Energie","Saint Benoit","30190","Eiffage Energie - Saint Benoit"
"100983","Privyelec","Livry Gargan","30271","Privyelec - Livry Gargan"
"100984","Privyelec","Régulation extracteurs","30272","Privyelec - Régulation extracteurs"
"100987","Cogeclim","Maison de la B","30256A","Cogeclim - Maison de la B"
"100988","Distech","B&B Igny","30084","Distech - B&B Igny"
"100990","Enerchauf","Langevin choisy le roi","30207","Enerchauf - Langevin choisy le roi"
"100992","Eiffage Energie","Saint Benoit TS","30269","Eiffage Energie - Saint Benoit TS"
"100993","TMO","Marignan Passerelle","29871","TMO - Marignan Passerelle"
"100994","AAPHM","Bassano dépannage Eclairage + Modi M/E VC","30263","AAPHM - Bassano dépannage Eclairage + Modi M/E VC"
"100995","Geteo","Front Office Dépannage","30284","Geteo - Front Office Dépannage"
"100996","Rougnon","Dépannage Victoire","30289","Rougnon - Dépannage Victoire"
"100997","Rougnon","Maintenance Marengo GTB","30295","Rougnon - Maintenance Marengo GTB"
"100998","Rougnon","Orano Prisme Déplacement GTB","30254B","Rougnon - Orano Prisme Déplacement GTB"
"100999","Rougnon","Orano Prisme Modification cloisonnement","30254A","Rougnon - Orano Prisme Modification cloisonnement"
"101001","Brunier","Jean Lolive : Registre SAM","30299","Brunier - Jean Lolive : Registre SAM"
"101002","Rougnon","Rue Ponthieu","30306","Rougnon - Rue Ponthieu"
"101003","Rougnon","Prefecture Bobigny","30308","Rougnon - Prefecture Bobigny"
